Number,SMILES,AW_ST_CMC/ mN/m,ref,Type_of_surfactant,DOI_1,DOI_2
657,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCO)(C)(C)C,28.0,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
658,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCO)(C)(C)C,28.8,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
659,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCO)(C)(C)C,30.5,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
660,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCO)(C)(C)C,31.5,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
661,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO)(C)(C)C,32.5,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
662,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO)(C)(C)C,33.7,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
663,C(CC(C)(C)C1=CC=C(C=C1)OCCO)(C)(C)C,35.0,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
664,C(CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)(C)(C)C,35.5,[154],non-ionic,10.1016/j.ces.2022.118208,10.1021/j100804a010
665,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCO,28.1,[155],non-ionic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2017.02.093
666,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,29.6,[155],non-ionic,10.1016/j.ces.2022.118208,10.1016/j.colsurfa.2017.02.093
667,CCCCCCCCN(CCCNC(=O)C(C(C(C(CO)O)O)O)O)CCN(CCCCCCCC)CCCNC(=O)C(C(C(C(CO)O)O)O)O,28.2,[156],non-ionic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2003.09.020
668,CCCCCCCCCCCCN(CCCNC(=O)C(C(C(C(CO)O)O)O)O)CCN(CCCCCCCCCCCC)CCCNC(=O)C(C(C(C(CO)O)O)O)O,32.0,[156],non-ionic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2003.09.020
669,CCCCCCCCCCCCN(CCCNC(=O)C(C(C(C(C(CO)O)O)O)O)O)CCN(CCCCCCCCCCCC)CCCNC(=O)C(C(C(C(C(CO)O)O)O)O)O,33.0,[156],non-ionic,10.1016/j.ces.2022.118208,10.1016/j.jcis.2003.09.020
670,CCCCCCOCCOCCOCCO,30.4,[157],non-ionic,10.1016/j.ces.2022.118208,10.1021/acs.jpcc.9b01522
671,CCCCCCCCOCCOCCOCCOCCO,30.5,[158],non-ionic,10.1016/j.ces.2022.118208,10.1007/s00396-007-1747-0
672,CCCCCCCCOCCOCCOCCOCCOCCOCCO,32.8,[159],non-ionic,10.1016/j.ces.2022.118208,10.1039/TF9646000202
673,CCCC(CCC)COCCOCCOCCOCCOCCOCCO,31.7,[160],non-ionic,10.1016/j.ces.2022.118208,10.1007/BF01500880
674,CCCCC(CCCC)COCCOCCOCCOCCOCCOCCOCCOCCOCCO,32.6,[160],non-ionic,10.1016/j.ces.2022.118208,10.1007/BF01500880
675,CCCCCOCCOCCOCCOCCOCCOCCO,34.3,[160],non-ionic,10.1016/j.ces.2022.118208,10.1007/BF01500880
676,CCC(CC)COCCOCCOCCOCCOCCOCCO,33.6,[160],non-ionic,10.1016/j.ces.2022.118208,10.1007/BF01500880
677,CC(C)COCCOCCOCCOCCOCCOCCO,35.0,[160],non-ionic,10.1016/j.ces.2022.118208,10.1007/BF01500880
678,CCCCCCOCCOCCOCCOCCO,32.0,[161],non-ionic,10.1016/j.ces.2022.118208,10.1016/0095-8522(62)90020-X
679,CCCCCCOCCOCCOCCOCCOCCO,33.0,[161],non-ionic,10.1016/j.ces.2022.118208,10.1016/0095-8522(62)90020-X
680,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,32.2,[162],non-ionic,10.1016/j.ces.2022.118208,10.1039/F19757100217
681,CCCCCCCCC(O)C(O)CCCCCCCC(=O)NCCO,35.0,[163],non-ionic,10.1016/j.ces.2022.118208,n.d
682,CCCCCCCCC(O)C(O)CCCCCCCC(=O)NCCCO,39.0,[163],non-ionic,10.1016/j.ces.2022.118208,n.d
683,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,39.7,[164],non-ionic,10.1016/j.ces.2022.118208,10.1016/0021-9797(76)90313-1
684,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,44.7,[164],non-ionic,10.1016/j.ces.2022.118208,10.1016/0021-9797(76)90313-1
685,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,47.5,[164],non-ionic,10.1016/j.ces.2022.118208,10.1016/0021-9797(76)90313-1
686,CCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,33.0,[113],non-ionic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
687,CCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,34.1,[113],non-ionic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
688,CCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,27.8,[113],non-ionic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
689,CCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,26.5,[113],non-ionic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
690,CCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,33.4,[113],non-ionic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
691,CCCCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,29.0,[113],non-ionic,10.1016/j.ces.2022.118208,10.1007/s11743-000-0142-z
